Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,01-Mar,CPA,Mis,Dis,Rec,PrgR,season
Pablo Fornals,es ESP,FWMF,West Ham,25,1996,31.1,1731,33,262,819,665,65,1731,54,23,42.6,31,57.4,981,4917,2219,49,37,11,47,28,1184,200,21/22
Adam Forshaw,eng ENG,MF,Leeds United,29,1991,17,995,25,265,578,167,9,995,19,12,63.2,7,36.8,539,2507,1137,19,12,2,24,11,629,26,21/22
Marcus Forss,fi FIN,FWMF,Brentford,22,1999,2.3,69,0,2,39,28,6,69,4,1,25,3,75,29,126,44,2,0,0,9,1,37,12,21/22
Fraser Forster,eng ENG,GK,Southampton,33,1988,19,673,513,669,4,0,0,673,0,0,,0,,336,2160,1197,0,0,0,0,0,260,0,21/22
Ben Foster,eng ENG,GK,Watford,38,1983,26,940,719,925,16,0,0,940,1,1,100,0,0,450,2800,1448,0,0,0,0,0,338,0,21/22
Tariqe Fosu,gh GHA,DF,Brentford,25,1995,0.2,10,0,0,3,7,3,10,0,0,,0,,7,62,53,3,1,1,0,0,8,4,21/22
Ryan Fraser,sct SCO,FWMF,Newcastle Utd,27,1994,16.3,590,22,102,192,301,42,590,4,1,25,3,75,370,1823,970,35,23,11,22,11,410,86,21/22
Fred,br BRA,MF,Manchester Utd,28,1993,22.5,1623,65,392,965,275,17,1623,36,21,58.3,15,41.7,840,3252,1564,17,16,1,41,25,1093,41,21/22
Ryan Fredericks,eng ENG,DF,West Ham,28,1992,3.4,172,14,50,78,44,2,172,1,0,0,1,100,87,343,188,4,3,0,2,1,99,14,21/22
Leo Fuhr Hjelde,no NOR,MFDF,Leeds United,17,2003,1.7,130,9,55,60,16,1,130,0,0,,0,,59,178,89,1,1,0,2,0,63,4,21/22
Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,1578,45,285,737,579,80,1578,75,42,56,33,44,829,3922,1514,42,23,12,62,50,933,118,21/22
Alejandro Garnacho,es ESP,FWMF,Manchester Utd,17,2004,0.1,3,0,0,2,1,0,3,0,0,,0,,3,20,10,0,0,0,0,0,3,0,21/22
Dwight Gayle,eng ENG,FWDF,Newcastle Utd,30,1990,0.4,22,0,0,10,12,3,22,0,0,,0,,8,34,26,0,1,0,1,0,17,4,21/22
Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,31,1,7,23,1,0,31,3,2,66.7,1,33.3,15,106,51,1,0,0,2,2,21,0,21/22
David de Gea,es ESP,GK,Manchester Utd,30,1990,38,1020,928,1019,1,0,0,1020,0,0,,0,,466,2450,1468,0,0,0,0,0,371,0,21/22
Joe Gelhardt,eng ENG,FWMF,Leeds United,19,2002,8.3,274,5,17,123,137,44,274,29,17,58.6,12,41.4,158,869,463,17,12,11,30,19,199,55,21/22
Anwar El Ghazi,nl NED,FWMF,Aston Villa,26,1995,4.3,181,4,18,58,110,14,180,10,4,40,6,60,114,754,314,13,7,5,22,7,134,38,21/22
Anwar El Ghazi,nl NED,FWMF,Everton,26,1995,0.1,14,0,1,5,8,2,14,1,0,0,1,100,6,96,14,2,0,2,1,0,8,2,21/22
Saman Ghoddos,ir IRN,MFDF,Brentford,27,1993,6,296,17,60,125,118,19,296,7,5,71.4,2,28.6,147,591,337,7,3,1,14,4,159,40,21/22
Dimitris Giannoulis,gr GRE,DF,Norwich City,25,1995,13,894,68,339,395,173,10,894,46,29,63,17,37,479,2788,1726,33,16,4,24,11,484,58,21/22
Morgan Gibbs-White,eng ENG,DFFW,Wolves,21,2000,0.1,14,0,4,3,7,3,14,0,0,,0,,4,6,4,0,0,0,0,0,7,2,21/22
Ben Gibson,eng ENG,DF,Norwich City,28,1993,27.7,1640,336,1009,591,46,22,1640,7,5,71.4,2,28.6,966,4380,2686,11,8,0,6,2,1071,0,21/22
Billy Gilmour,sct SCO,MF,Norwich City,20,2001,20.6,1423,44,359,778,301,5,1423,22,15,68.2,7,31.8,841,4409,1888,30,23,0,29,11,958,17,21/22
Ben Godfrey,eng ENG,DF,Everton,23,1998,22.5,1080,141,499,443,148,23,1080,12,9,75,3,25,456,2466,1280,23,24,0,24,4,521,26,21/22
André Gomes,pt POR,MF,Everton,28,1993,6.9,376,14,64,211,107,6,376,18,12,66.7,6,33.3,196,858,445,6,8,1,21,16,224,13,21/22
Toti Gomes,pt POR,DF,Wolves,22,1999,4,255,30,114,126,18,4,255,6,5,83.3,1,16.7,148,783,474,2,3,1,3,2,153,2,21/22
Joe Gomez,eng ENG,DF,Liverpool,24,1997,3.7,332,4,64,168,103,6,332,8,4,50,4,50,163,757,338,11,10,2,5,2,206,29,21/22
Charlie Goode,eng ENG,DF,Brentford,25,1995,5,339,20,114,160,66,10,339,7,5,71.4,2,28.6,145,755,419,5,3,0,3,1,164,9,21/22
Anthony Gordon,eng ENG,MFFW,Everton,20,2001,25.4,1116,21,163,386,592,78,1116,80,38,47.5,42,52.5,602,4905,2291,74,53,31,74,37,674,137,21/22
Kaide Gordon,eng ENG,FW,Liverpool,16,2004,0.1,7,0,0,4,3,0,7,1,0,0,1,100,3,34,14,1,0,0,0,1,6,3,21/22
Dan Gosling,eng ENG,MF,Watford,31,1990,1.8,83,9,29,38,18,4,83,2,2,100,0,0,45,262,102,2,1,1,2,1,50,5,21/22
Demarai Gray,eng ENG,MFFW,Everton,25,1996,26,1093,18,117,377,624,87,1093,106,55,51.9,50,47.2,655,5185,2405,93,59,38,70,36,717,169,21/22
Jack Grealish,eng ENG,FW,Manchester City,25,1995,21.3,1173,15,68,359,761,162,1173,68,40,58.8,28,41.2,906,7308,3915,153,74,83,31,29,997,267,21/22
Mason Greenwood,eng ENG,FWMF,Manchester Utd,19,2001,14.1,652,6,78,277,310,60,652,52,32,61.5,20,38.5,425,3069,1586,48,31,23,26,16,509,109,21/22
Sam Greenwood,eng ENG,MFFW,Leeds United,19,2002,2.6,106,2,14,61,33,6,106,5,2,40,3,60,55,252,88,3,2,1,1,0,59,10,21/22
Pascal Groß,de GER,MFDF,Brighton,30,1991,22.6,1537,43,227,697,618,61,1536,18,9,50,9,50,796,3313,1486,39,35,7,27,15,1001,141,21/22
Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,29.5,1033,912,1030,3,0,0,1033,0,0,,0,,622,3147,1886,0,0,0,1,0,485,0,21/22
Marc Guéhi,eng ENG,DF,Crystal Palace,21,2000,35.8,2654,376,1512,1070,82,32,2654,13,12,92.3,1,7.7,1663,7932,4727,17,15,0,14,7,1925,7,21/22
Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,11.5,701,31,162,377,176,21,701,40,22,55,18,45,426,2333,795,18,15,4,24,29,462,15,21/22
İlkay Gündoğan,de GER,MF,Manchester City,30,1990,20.6,1522,25,157,785,599,82,1522,35,24,68.6,11,31.4,902,4727,2052,60,45,13,25,19,1209,107,21/22
Angus Gunn,sct SCO,GK,Norwich City,25,1996,9,343,290,341,2,0,0,343,0,0,,0,,166,909,488,0,0,0,0,0,112,0,21/22
Grant Hanley,sct SCO,DF,Norwich City,29,1991,32.2,1702,369,1104,552,53,35,1702,3,1,33.3,2,66.7,850,3128,1390,2,5,0,9,1,942,3,21/22
Jack Harrison,eng ENG,FWMF,Leeds United,24,1996,29.3,1448,30,260,558,651,95,1448,114,54,47.4,60,52.6,858,5585,2996,120,60,35,87,66,948,234,21/22
Kortney Hause,eng ENG,DF,Aston Villa,26,1995,4.4,266,34,136,119,14,9,266,4,3,75,1,25,158,906,517,2,2,1,4,1,151,3,21/22
Kai Havertz,de GER,FWMF,Chelsea,22,1999,20.1,943,34,90,352,506,128,943,42,18,42.9,24,57.1,537,3107,1419,64,23,34,66,32,739,203,21/22
Isaac Hayden,eng ENG,MFDF,Newcastle Utd,26,1995,11.1,467,42,179,228,68,10,467,15,9,60,6,40,221,849,276,3,8,1,16,8,248,10,21/22
Hwang Hee-chan,kr KOR,FWMF,Wolves,25,1996,20.2,844,13,116,404,337,72,844,69,33,47.8,36,52.2,548,3734,1722,66,36,27,47,24,651,114,21/22
Jordan Henderson,eng ENG,MF,Liverpool,31,1990,28.9,2444,34,292,1468,694,38,2444,25,16,64,9,36,1405,6113,2738,54,47,5,28,12,1859,116,21/22
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,0.8,37,1,3,26,8,1,37,1,0,0,1,100,22,95,28,1,0,0,2,1,26,1,21/22
Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2,84,59,80,4,0,0,84,0,0,,0,,35,156,74,0,0,0,0,0,22,0,21/22
Rico Henry,eng ENG,DF,Brentford,24,1997,30.8,1542,95,502,620,436,40,1542,60,27,45,33,55,783,4164,1967,61,39,12,40,34,836,131,21/22
Son Heung-min,kr KOR,MFFW,Tottenham,29,1992,33.4,1545,15,146,564,867,146,1545,92,51,55.4,40,43.5,912,6351,3123,116,68,50,75,46,1078,242,21/22
Ki-Jana Hoever,nl NED,DFMF,Wolves,19,2002,3.4,200,9,52,97,51,3,200,7,4,57.1,3,42.9,86,520,280,9,2,4,2,4,106,22,21/22
Rob Holding,eng ENG,DF,Arsenal,25,1995,9.4,587,84,299,275,15,7,587,1,0,0,1,100,331,1150,661,4,1,0,4,3,368,0,21/22
Mason Holgate,eng ENG,DF,Everton,24,1996,23.7,1091,156,546,495,58,14,1091,4,2,50,2,50,477,2469,1334,4,7,1,3,7,507,2,21/22
Callum Hudson-Odoi,eng ENG,MFFW,Chelsea,20,2000,10.7,497,8,37,166,303,56,497,26,16,61.5,10,38.5,344,2593,1577,67,31,30,22,20,400,102,21/22
Will Hughes,eng ENG,MF,Crystal Palace,26,1995,11.7,653,24,162,358,143,4,653,12,8,66.7,4,33.3,324,1412,595,5,12,0,15,9,383,7,21/22
Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,35.5,2903,115,714,1776,444,30,2903,60,42,70,18,30,1765,8364,4032,46,42,7,32,22,2102,47,21/22
Adam Idah,ie IRL,FWMF,Norwich City,20,2001,6.9,232,11,27,92,116,30,232,20,12,60,8,40,138,924,245,11,3,3,23,13,163,48,21/22
Kelechi Iheanacho,ng NGA,FW,Leicester City,24,1996,14,531,11,46,232,260,50,531,33,16,48.5,17,51.5,314,1599,677,28,18,11,52,21,396,85,21/22
Danny Ings,eng ENG,FW,Aston Villa,29,1992,21.1,617,21,63,246,314,112,616,31,10,32.3,21,67.7,321,1568,625,24,15,8,50,21,394,117,21/22
Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1,36,1,7,26,3,1,36,0,0,,0,,16,109,60,1,0,0,0,0,14,0,21/22
Alex Iwobi,ng NGA,MFDF,Everton,25,1996,22.6,1052,40,234,396,436,61,1052,57,32,56.1,25,43.9,581,3314,1660,44,37,19,44,27,638,104,21/22
Daniel James,wls WAL,FW,Manchester Utd,23,1997,1.4,52,1,2,20,30,8,52,1,0,0,1,100,26,214,97,5,2,1,4,3,34,16,21/22
Daniel James,wls WAL,FWMF,Leeds United,23,1997,26.3,757,19,83,261,424,106,757,53,21,39.6,32,60.4,459,3337,1666,69,32,36,54,22,512,186,21/22
Reece James,eng ENG,DF,Chelsea,21,1999,20.7,1881,35,326,800,773,69,1881,47,36,76.6,11,23.4,1122,5150,2381,52,51,19,26,22,1343,203,21/22
Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,1253,62,365,597,296,46,1253,15,13,86.7,2,13.3,605,2731,1369,25,24,4,35,11,739,60,21/22
Pontus Jansson,se SWE,DF,Brentford,30,1991,36.9,1893,389,1176,650,71,57,1893,2,2,100,0,0,919,3896,2019,4,5,1,10,5,1025,5,21/22
Mathias Jensen,dk DEN,MF,Brentford,25,1996,17.8,968,30,191,488,304,27,968,24,15,62.5,9,37.5,482,2100,1008,14,21,0,26,15,559,54,21/22
Gabriel Jesus,br BRA,FW,Manchester City,24,1997,20.9,1023,12,81,315,634,161,1022,71,46,64.8,25,35.2,667,3637,1501,51,20,32,66,27,798,220,21/22
Raúl Jiménez,mx MEX,FW,Wolves,30,1991,29.2,1150,35,106,601,456,126,1149,87,36,41.4,51,58.6,644,3407,1278,40,37,21,99,57,850,163,21/22
João Pedro,br BRA,FWMF,Watford,19,2001,18.3,885,19,76,404,426,79,885,106,62,58.5,44,41.5,519,3595,1487,54,45,19,63,58,634,102,21/22
Joelinton,br BRA,MFFW,Newcastle Utd,24,1996,28.4,1395,83,297,692,429,78,1395,70,37,52.9,33,47.1,719,4203,1946,45,42,10,85,60,836,90,21/22
Ben Johnson,eng ENG,DF,West Ham,21,2000,15.5,952,85,337,410,212,9,952,10,7,70,3,30,455,2021,922,23,23,1,23,9,510,67,21/22
Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,685,8,85,380,226,17,685,33,25,75.8,8,24.2,476,2572,1152,25,18,3,17,18,565,54,21/22
Phil Jones,eng ENG,DF,Manchester Utd,29,1992,1.8,101,17,48,50,4,0,101,1,1,100,0,0,58,214,103,1,0,0,1,0,63,0,21/22
Jorginho,it ITA,MF,Chelsea,29,1991,25.3,2106,51,422,1299,399,13,2099,21,16,76.2,5,23.8,1175,4913,2414,18,27,1,22,19,1581,19,21/22
Diogo Jota,pt POR,FW,Liverpool,24,1996,26.3,1097,13,87,434,596,182,1097,69,27,39.1,42,60.9,649,3861,2029,74,52,34,63,33,844,191,21/22
James Justin,eng ENG,DF,Leicester City,23,1998,11.1,798,43,263,357,182,15,798,15,5,33.3,10,66.7,405,1922,911,23,18,1,5,10,470,52,21/22
Mathias Jørgensen,dk DEN,DF,Brentford,31,1990,5.8,388,25,153,173,64,5,388,1,0,0,1,100,166,766,544,5,3,0,1,3,200,1,21/22
Ozan Kabak,tr TUR,DF,Norwich City,21,2000,10.2,532,63,326,201,13,5,532,20,16,80,4,20,281,1619,896,9,4,1,4,6,336,0,21/22
Christian Kabasele,be BEL,DF,Watford,30,1991,13.3,615,102,376,224,17,11,615,3,1,33.3,2,66.7,300,1255,555,5,0,0,7,1,336,1,21/22
Samuel Kalu,ng NGA,FW,Watford,23,1997,2.5,98,4,16,32,52,6,98,10,4,40,6,60,57,307,140,7,5,3,7,5,70,18,21/22
Hassane Kamara,ci CIV,DF,Watford,27,1994,18,1182,79,547,488,158,9,1182,30,15,50,15,50,529,2922,1403,32,14,2,16,6,505,25,21/22
Harry Kane,eng ENG,FW,Tottenham,28,1993,35.9,1387,51,137,632,639,170,1383,100,54,54,46,46,891,5061,2208,87,57,31,97,61,1095,212,21/22
N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,1545,23,275,772,515,29,1545,48,35,72.9,13,27.1,916,5063,2743,72,65,10,35,28,1156,62,21/22
Edo Kayembe,cd COD,MF,Watford,23,1998,8.9,531,26,162,311,62,1,531,17,12,70.6,5,29.4,303,1625,716,9,6,0,10,11,326,8,21/22
Moise Kean,it ITA,FW,Everton,21,2000,0,1,0,0,1,0,0,1,0,0,,0,,1,8,0,0,1,0,0,1,2,0,21/22
Michael Keane,eng ENG,DF,Everton,28,1993,31,1541,232,776,717,59,32,1541,8,7,87.5,1,12.5,726,3617,1751,9,6,1,7,2,822,4,21/22
Naby Keïta,gn GUI,MF,Liverpool,26,1995,13,933,13,121,518,303,30,933,24,15,62.5,9,37.5,514,2819,1592,39,30,8,30,10,658,42,21/22
Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2,95,71,95,0,0,0,95,0,0,,0,,64,205,126,0,0,0,0,0,58,0,21/22
Kenedy,br BRA,DF,Chelsea,25,1996,0.6,62,1,13,21,30,4,62,1,1,100,0,0,49,253,89,2,2,1,2,3,46,10,21/22
Jonjoe Kenny,eng ENG,DF,Everton,24,1997,11.3,583,33,162,280,148,8,583,9,4,44.4,5,55.6,278,1113,556,9,13,2,8,3,287,25,21/22
Max Kilman,eng ENG,DF,Wolves,24,1997,29.9,1846,206,925,844,92,22,1846,20,17,85,3,15,1039,5650,3243,31,23,0,21,5,1221,7,21/22
Joshua King,no NOR,FW,Watford,29,1992,25,837,41,106,356,389,105,836,67,30,44.8,37,55.2,430,2638,1122,41,25,20,84,42,569,157,21/22
Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,13,10,13,0,0,0,13,0,0,,0,,7,45,37,0,0,0,0,0,4,0,21/22
Mateusz Klich,pl POL,MF,Leeds United,31,1990,23,1253,29,259,626,386,53,1253,35,20,57.1,15,42.9,717,3666,1747,45,33,9,39,22,834,129,21/22
Robin Koch,de GER,MFDF,Leeds United,25,1996,17.5,889,118,397,408,88,18,889,8,5,62.5,3,37.5,376,1538,673,3,7,1,16,6,518,14,21/22
Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,1,23,2,13,10,0,0,23,0,0,,0,,12,21,2,0,0,0,0,0,10,0,21/22
Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11,855,69,341,496,20,6,855,3,2,66.7,1,33.3,497,2286,1467,7,2,0,4,1,581,2,21/22
Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,1237,201,713,463,70,37,1237,9,6,66.7,3,33.3,714,2992,1722,8,5,1,10,6,789,7,21/22
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,1058,72,389,581,100,7,1058,17,13,76.5,4,23.5,477,1839,778,7,7,0,30,11,529,9,21/22
Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,1368,22,217,826,343,15,1368,51,38,74.5,13,25.5,875,5069,2523,42,63,3,18,22,1076,37,21/22
Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,18.2,961,76,388,387,192,9,961,4,2,50,2,50,370,1754,1016,29,21,3,9,4,425,24,21/22
Alex Král,cz CZE,MF,West Ham,23,1998,0,2,0,0,2,0,0,2,0,0,,0,,1,2,2,0,0,0,0,0,1,0,21/22
Tim Krul,nl NED,GK,Norwich City,33,1988,29,1149,953,1128,21,1,0,1149,0,0,,0,,621,3149,2036,0,0,0,1,0,506,0,21/22
Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,1030,74,297,521,223,31,1030,33,17,51.5,16,48.5,458,2360,1013,21,20,2,48,19,514,31,21/22
Dejan Kulusevski,se SWE,MFFW,Tottenham,21,2000,14,643,4,97,258,297,67,643,44,25,56.8,19,43.2,399,2594,1264,51,27,24,38,18,449,100,21/22
Alexandre Lacazette,fr FRA,FW,Arsenal,30,1991,19.8,638,4,58,273,317,106,635,33,19,57.6,14,42.4,349,1538,611,19,15,13,43,29,489,106,21/22
Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,1123,40,243,632,255,35,1123,23,14,60.9,9,39.1,618,2312,1084,17,21,2,24,15,793,47,21/22
Tariq Lamptey,gh GHA,DFFW,Brighton,20,2000,17.3,1008,31,197,378,452,40,1008,61,29,47.5,32,52.5,642,4275,2285,81,51,15,46,21,695,153,21/22
Manuel Lanzini,ar ARG,MFFW,West Ham,28,1993,19.8,1402,23,217,820,379,35,1399,36,25,69.4,11,30.6,889,4207,1876,29,37,6,31,16,1026,57,21/22
Aymeric Laporte,es ESP,DF,Manchester City,27,1994,31.4,3135,210,1048,1937,158,42,3135,8,6,75,2,25,2325,12799,9256,51,49,0,4,7,2550,8,21/22
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,22.9,949,221,624,262,67,52,949,2,1,50,1,50,413,1575,687,0,2,1,9,2,483,5,21/22
Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,25.2,1265,76,360,616,308,23,1265,30,19,63.3,11,36.7,742,3433,1533,33,26,6,27,17,822,60,21/22
Aaron Lennon,eng ENG,MFFW,Burnley,34,1987,17.2,542,21,85,222,243,42,542,30,13,43.3,17,56.7,286,1641,738,38,10,20,25,13,334,77,21/22
Bernd Leno,de GER,GK,Arsenal,29,1992,4,125,100,125,0,0,0,125,0,0,,0,,61,326,179,0,0,0,0,0,49,0,21/22
Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,2.9,131,8,54,45,32,1,131,3,0,0,3,100,59,251,100,3,0,0,1,7,66,7,21/22
Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,26.2,1595,221,881,680,46,10,1595,3,3,100,0,0,919,5814,3385,14,17,3,8,1,1025,3,21/22
Jesse Lingard,eng ENG,FWMF,Manchester Utd,28,1992,4.1,200,2,18,89,93,8,200,6,2,33.3,4,66.7,127,542,311,9,5,1,12,5,152,22,21/22
Valentino Livramento,eng ENG,DF,Southampton,18,2002,24.5,1486,74,407,675,441,47,1486,55,30,54.5,25,45.5,742,5095,2722,79,54,16,52,19,763,118,21/22
Diego Llorente,es ESP,DF,Leeds United,27,1993,26,1654,193,897,720,49,11,1654,13,8,61.5,5,38.5,980,6495,4314,20,2,1,20,3,1015,1,21/22
Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38,1046,951,1043,3,0,0,1046,0,0,,0,,544,3199,1979,0,0,0,2,0,377,0,21/22
Giovani Lo Celso,ar ARG,MFFW,Tottenham,25,1996,2.6,210,1,23,100,90,10,210,15,9,60,6,40,121,831,340,10,11,2,11,3,155,15,21/22
Jürgen Locadia,nl NED,MFFW,Brighton,27,1993,0.3,3,0,0,1,2,0,3,0,0,,0,,3,16,0,0,0,0,1,1,3,0,21/22
Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,25,1996,15.5,1172,20,182,682,327,40,1172,60,42,70,18,30,724,4399,2651,69,50,9,27,33,887,53,21/22
Kevin Long,ie IRL,DF,Burnley,30,1990,4.6,141,25,81,53,7,7,141,0,0,,0,,52,286,125,1,0,0,2,0,69,0,21/22
Shane Long,ie IRL,FW,Southampton,34,1987,3.4,129,2,8,47,75,18,129,4,1,25,3,75,61,247,68,5,3,2,12,11,104,24,21/22
Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,16.3,775,43,201,439,138,14,775,11,6,54.5,5,45.5,372,1366,429,2,7,1,22,18,430,15,21/22
Ademola Lookman,ng NGA,FWMF,Leicester City,23,1997,16.1,755,7,93,327,345,88,755,58,38,65.5,20,34.5,501,2680,1278,43,26,24,59,52,558,139,21/22
Jonas Lössl,dk DEN,GK,Brentford,32,1989,2,64,46,62,2,0,0,64,0,0,,0,,37,186,103,0,0,0,0,0,34,0,21/22
Imran Louza,ma MAR,MF,Watford,22,1999,15.7,911,42,236,538,160,10,911,24,14,58.3,10,41.7,385,2088,949,17,9,2,19,9,446,24,21/22
Matthew Lowton,eng ENG,DF,Burnley,32,1989,19.7,1090,94,314,507,279,5,1090,21,10,47.6,11,52.4,419,1585,915,21,14,0,11,6,481,39,21/22
Douglas Luiz,br BRA,MF,Aston Villa,23,1998,30.2,1823,84,459,1060,319,8,1823,43,24,55.8,19,44.2,1006,5053,2345,28,16,1,50,17,1116,44,21/22
Romelu Lukaku,be BEL,FW,Chelsea,28,1993,17.7,483,21,29,198,259,90,482,25,13,52,12,48,237,1184,570,29,15,17,37,25,360,125,21/22
Lyanco,br BRA,DF,Southampton,24,1997,10.1,530,104,272,245,19,4,530,4,4,100,0,0,280,1232,536,3,1,0,5,2,265,1,21/22
Alexis Mac Allister,ar ARG,MFFW,Brighton,22,1998,23.6,1368,41,222,652,510,49,1365,42,21,50,21,50,719,3238,1502,30,38,2,43,23,854,66,21/22
James Maddison,eng ENG,MFFW,Leicester City,24,1996,27.3,1343,19,173,648,535,73,1343,48,31,64.6,17,35.4,851,4504,1981,53,43,13,42,32,973,141,21/22
Harry Maguire,eng ENG,DF,Manchester Utd,28,1993,27.9,1843,236,851,903,102,42,1843,5,4,80,1,20,1068,6087,3525,22,15,1,13,5,1212,5,21/22
Riyad Mahrez,dz ALG,FW,Manchester City,30,1991,16.6,1135,11,81,318,746,127,1130,50,26,52,24,48,775,4744,2037,74,35,44,42,21,847,234,21/22
Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,3,171,8,41,97,34,0,171,8,4,50,4,50,87,393,171,2,5,0,4,5,110,8,21/22
Sadio Mané,sn SEN,FW,Liverpool,29,1992,31.3,1492,20,94,617,806,201,1492,77,47,61,29,37.7,1027,5897,2663,105,57,45,104,59,1218,305,21/22
Javier Manquillo,es ESP,DF,Newcastle Utd,27,1994,14,573,56,244,215,119,8,573,18,10,55.6,8,44.4,214,1018,442,6,11,0,14,3,230,25,21/22
Fernando Marçal,br BRA,MFDF,Wolves,32,1989,16.1,1093,59,348,443,312,24,1093,14,7,50,7,50,526,2466,1447,39,26,4,25,6,624,98,21/22
Solly March,eng ENG,DFFW,Brighton,27,1994,19.4,961,45,149,336,488,60,961,38,23,60.5,15,39.5,545,3555,1747,71,30,20,26,29,608,148,21/22
Pablo Marí,es ESP,DF,Arsenal,27,1993,2,120,14,46,71,4,3,120,0,0,,0,,68,363,202,0,0,0,2,0,67,0,21/22
Anthony Martial,fr FRA,FW,Manchester Utd,25,1995,2.4,109,1,8,38,65,14,109,7,4,57.1,3,42.9,74,478,274,10,5,4,6,4,97,32,21/22
Martinelli,br BRA,FWMF,Arsenal,20,2001,20.7,898,25,102,256,556,117,897,79,45,57,34,43,554,4204,2058,79,32,43,58,34,593,207,21/22
Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36,1158,987,1140,19,0,0,1158,0,0,,0,,642,3642,2252,0,0,0,0,0,454,0,21/22
Adam Masina,ma MAR,DF,Watford,27,1994,12,680,61,268,296,122,5,680,11,9,81.8,2,18.2,271,1311,645,9,11,0,10,1,316,12,21/22
Arthur Masuaku,cd COD,DFFW,West Ham,27,1993,7.2,479,26,138,198,145,9,479,17,10,58.8,7,41.2,223,1001,525,16,8,5,8,9,272,26,21/22
Juan Mata,es ESP,MF,Manchester Utd,33,1988,2.6,245,0,38,124,85,7,245,6,3,50,3,50,157,821,355,8,8,0,6,2,194,13,21/22
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,24,1997,12.7,387,16,36,194,160,63,387,17,10,58.8,7,41.2,199,882,366,16,6,7,28,23,273,46,21/22
Nemanja Matić,rs SRB,MF,Manchester Utd,32,1988,15.4,1215,55,335,709,182,8,1215,22,17,77.3,5,22.7,715,4173,2561,32,32,2,19,21,851,7,21/22
Joël Matip,cm CMR,DF,Liverpool,29,1991,31,2651,232,991,1489,185,63,2651,10,9,90,1,10,1612,9763,7174,55,62,2,13,7,1837,7,21/22
Neal Maupay,fr FRA,FW,Brighton,24,1996,25.3,843,8,40,338,474,108,841,41,21,51.2,20,48.8,499,2081,808,21,34,7,53,51,615,164,21/22
Bryan Mbeumo,cm CMR,FW,Brentford,21,1999,32.3,1188,18,126,427,655,137,1187,80,39,48.8,41,51.3,713,4405,2052,81,39,33,87,57,828,273,21/22
James McArthur,sct SCO,MF,Crystal Palace,33,1987,16,1127,45,271,641,226,19,1127,30,21,70,9,30,629,3305,1472,29,26,4,22,14,699,22,21/22
James Mcatee,eng ENG,MFFW,Manchester City,18,2002,0.2,16,0,1,10,5,3,16,1,1,100,0,0,7,55,30,2,0,1,1,2,12,3,21/22
Kasey McAteer,eng ENG,FW,Leicester City,19,2001,0,2,0,1,0,1,0,2,0,0,,0,,2,1,0,0,0,0,1,0,2,0,21/22
Liam McCarron,sct SCO,FW,Leeds United,20,2001,0.1,3,0,1,2,0,0,3,0,0,,0,,2,15,6,0,0,0,0,0,1,0,21/22
Alex McCarthy,eng ENG,GK,Southampton,31,1989,17,536,427,533,3,0,0,536,0,0,,0,,278,1311,913,0,0,0,0,0,231,0,21/22
John McGinn,sct SCO,MF,Aston Villa,26,1994,34.3,1754,70,346,962,466,26,1754,68,44,64.7,24,35.3,991,4882,2410,52,32,7,48,28,1075,67,21/22
Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,0,5,0,1,4,0,0,5,0,0,,0,,3,14,12,0,0,0,0,0,3,1,21/22
